video_id,segment_id,segment_sec,start_time,end_time,character,expected_emotion,predicted_emotion,detection_count,character_count,emotion_count,mismatch_score,entropy_score,transition_score,diversity_score,emotion_confidence_score,expected_emotion_probability,emotion_intensity_score,emotion_distance_score,valence_flip_rate,arousal_change_score,emotion_change_count,emotion_change_rate,character_emotion_rarity_score,youtube_highlight_score,is_highlight,mismatch_delta,entropy_delta,dominant_emotion_changed,surprise_spike,rolling_mismatch_mean_15sec,rolling_entropy_std_15sec,high_mismatch_duration_sec
vW0IQoSweVI,82,5,405,410,Anger,angry,neutral,2,2,2,0.45,0.3562071871080222,0.5,0.25396825396825395,0.305148646235466,0.09350114315748209,0.5930638263933359,0.49188191087525446,0.0,0.65,0,0.0,0.7564102564102564,0.1766510668634398,0,0.45,0.3562071871080222,0,0.28333333333333327,0.15000000000000008,0.2056563153640955,0
vW0IQoSweVI,83,5,410,415,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.19007360581691152,0,-0.45,-0.3562071871080222,0,0.0,0.15000000000000008,0.2056563153640955,0
vW0IQoSweVI,84,5,415,420,Anger,angry,disgusted,2,2,2,0.5,0.3562071871080222,0.0,0.25396825396825395,0.5286059826612473,0.2636495605111122,0.6209053188795222,0.37294688127912357,0.0,0.55,0,0.0,0.855379746835443,0.20256923234762575,0,0.5,0.3562071871080222,0,0.3499999999999999,0.3166666666666667,0.20565631536409576,0
vW0IQoSweVI,85,5,420,425,Riley,neutral,neutral,3,1,2,0.16666666666666666,0.3271035759815648,0.6666666666666667,0.1984126984126984,0.5142147640387217,0.47832757731278736,0.38675460791370503,0.18196458751941572,0.0,0.2333333333333333,2,1.0,0.6749999999999999,0.22540610786224824,0,-0.33333333333333337,-0.029103611126457374,1,0.0,0.22222222222222232,0.19779085323810108,0
vW0IQoSweVI,86,5,425,430,Riley,neutral,angry,6,3,4,0.4166666666666667,0.6384947041348119,0.8333333333333333,0.45238095238095233,0.455454650024573,0.271885917832454,0.7477226482175561,0.31434576692189176,0.0,0.49999999999999994,2,0.6666666666666666,0.9030267411107845,0.2254888420631725,0,0.25,0.3113911281532471,1,0.19444444444444436,0.36111111111111116,0.1719969462627668,0
vW0IQoSweVI,87,5,430,435,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.21457489878542502,0,-0.4166666666666667,-0.6384947041348119,0,0.0,0.19444444444444453,0.31927957219357667,0
vW0IQoSweVI,88,5,435,440,Riley,neutral,neutral,1,1,1,0.0,-0.0,0.0,0.12698412698412698,0.2838389873504638,0.2838389873504638,0.49605842381715765,0.0,0.0,0.0,0,0.0,0.5930232558139534,0.1937414010359532,0,0.0,-0.0,0,0.0,0.13888888888888898,0.3686350893083839,0
vW0IQoSweVI,89,5,440,445,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1339786337939616,0,0.0,0.0,0,0.0,0.0,0.0,0
vW0IQoSweVI,90,5,445,450,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1178626954250224,0,0.0,0.0,0,0.0,0.0,0.0,0
vW0IQoSweVI,91,5,450,455,Riley,neutral,happy,3,2,3,0.3666666666666667,0.5645750340535796,0.0,0.32539682539682535,0.3501884837945302,0.17060256004333488,0.7550489149987696,0.33177928788104394,0.0,0.5666666666666667,1,1.0,0.9233716475095785,0.10339407523156374,0,0.3666666666666667,0.5645750340535796,0,0.3666666666666667,0.1222222222222223,0.325957547888576,0
